DrugBank_ID,PubChem_CID,SMILES
DB00224,5362440.0,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5
DB00897,5556.0,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl
DB00549,5717.0,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
DB00295,5288826.0,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
DB05239,16222096.0,C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O
DB08899,15951529.0,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C
DB00358,4046.0,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
DB06700,125017.0,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O
DB08815,213046.0,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O
DB01129,5029.0,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
DB01132,4829.0,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
DB06690,948.0,[N-]=[N+]=O
DB00610,5906.0,CC(C(C1=CC(=CC=C1)O)O)N
DB00014,5311128.0,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
DB06781,443936.0,CCCC(=O)OC1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C(=O)COC(=O)C
DB00955,441306.0,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N
DB00344,4976.0,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
DB01392,8969.0,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
DB00697,5487.0,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl
DB09073,5330286.0,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
DB01239,667467.0,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
DB01197,44093.0,CC(CS)C(=O)N1CCCC1C(=O)O
DB00414,1989.0,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
DB00684,36294.0,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N
DB00307,82146.0,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
DB00248,54746.0,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C
DB06707,164739.0,CC(C(C1=CC(=C(C=C1)O)O)O)N
DB01241,3463.0,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
DB06698,2366.0,CNCCC1=CC=CC=N1
DB00191,4771.0,CC(C)(CC1=CC=CC=C1)N
DB00831,5566.0,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
DB00598,3869.0,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
DB01427,3698.0,C1=CN=CC=C1C2=CNC(=O)C(=C2)N
DB00742,6251.0,C(C(C(C(C(CO)O)O)O)O)O
DB00761,4873.0,[Cl-].[K+]
DB00434,2913.0,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
DB06209,6918456.0,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4
DB09267,6918182.0,C(C1=C(SC(=C1C#N)N(CC(=O)[O-])CC(=O)[O-])C(=O)[O-])C(=O)[O-].[Sr+2].[Sr+2]
DB01171,4235.0,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl
DB04884,71353.0,CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3
DB04339,193653.0,C(C(C(=O)O)N)SCC(=O)O
DB00335,2249.0,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
DB01354,10518.0,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2
DB06696,68682.0,C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)NC(=O)C(CCN)O)N)N
DB00695,3440.0,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
DB04845,6445540.0,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C
DB00007,657181.0,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
DB08901,24826799.0,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5
DB00266,54676038.0,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O
DB00320,10531.0,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C
DB00604,6917698.0,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F
DB06288,2159.0,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
DB01118,2157.0,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
DB09273,50942.0,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3OCCO3
DB06207,5312125.0,CC(CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F
DB01278,137699448.0,CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CN=CN6)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C8CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8)C(C)O)C)C(C)O)CC(=O)N)NC(=O)C(CCCCN)N
DB01409,5487427.0,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C
DB00332,657309.0,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C
DB00782,4934.0,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C
DB00722,5362119.0,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O
DB09048,6451149.0,CC1=CC=CC=C1C2=CC(=NC=C2N(C)C(=O)C(C)(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C
DB06706,22297.0,CC(CCC=C(C)C)NC
DB00883,6883.0,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
DB09097,3086401.0,CCCN1CC(CC2C1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC
DB00246,60854.0,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
DB00313,3121.0,CCCC(CCC)C(=O)O
DB00732,47320.0,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
DB06697,68911.0,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C
DB00304,40973.0,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34
DB03880,5362422.0,CC(C)CC(C(CSC1=CC=CS1)C(=O)NO)C(=O)NC(CC2=CC=CC=C2)C(=O)NC
DB04574,3001028.0,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O
DB00281,3676.0,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
DB01210,39468.0,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O
DB00686,37720.0,C1C(C(C(C(O1)OC2COC(C(C2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O
DB01253,443884.0,CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
DB00264,4171.0,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
DB00322,5790.0,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O
DB00440,5578.0,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
DB06414,193962.0,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N
DB01001,2083.0,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
DB01365,3677.0,CC(C)(CC1=CC=CC=C1)NC
DB01018,3519.0,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
DB01087,4908.0,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2
DB00555,3878.0,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
DB01612,10026.0,CCCCCON=O
DB09112,24529.0,N(=O)O
DB00269,11289.0,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC
DB06413,9690109.0,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
DB00863,5039.0,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
DB00492,9601226.0,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3
DB00976,3002190.0,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C
DB00331,4091.0,CN(C)C(=N)N=C(N)N
DB00356,2733.0,C1=CC2=C(C=C1Cl)NC(=O)O2
DB09117,31264.0,CC1OC(OC(O1)C)C
DB00537,2764.0,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
DB00906,60648.0,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C
DB00178,5362129.0,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O
DB00615,135398743.0,CC1C=CC=C(C(=O)N=C2C(=C3C(=C4C2=NC5(N4)CCN(CC5)CC(C)C)C6=C(C(=C3O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)O)C
DB00475,2712.0,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O
DB01076,60823.0,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
DB00318,5284371.0,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
DB09049,56959087.0,COCCOCCOCCOCCOCCOCCOCCOC1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC=C)O
DB00977,5991.0,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O
DB00749,3308.0,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O
DB00889,5284566.0,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C
DB00915,2130.0,C1C2CC3CC1CC(C2)(C3)N
DB00586,3033.0,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
DB00465,3826.0,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O
DB00662,5577.0,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
DB06210,135449332.0,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C
DB11110,6099959.0,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Mg+2].[Mg+2].[Mg+2]
DB00512,14969.0,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
DB09075,10280735.0,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C
DB01206,3950.0,C1CCC(CC1)NC(=O)N(CCCl)N=O
DB09083,132999.0,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CC3CC4=CC(=C(C=C34)OC)OC
DB00803,44144393.0,CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)C(C)O
DB00979,2905.0,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O
DB00748,2564.0,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
DB00674,9651.0,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
DB01063,17676.0,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO
DB00387,4919.0,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
DB09119,179344.0,CC(=O)OC1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N
DB06702,6918558.0,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
DB04908,6918248.0,C1CN(CCN1CCN2C3=CC=CC=C3NC2=O)C4=CC=CC(=C4)C(F)(F)F
DB01067,3478.0,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
DB00713,6196.0,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
DB00919,15541.0,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O
DB00436,2315.0,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
DB00325,11963622.0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe+4]
DB00766,5280980.0,C1C2N(C1=O)C(C(=CCO)O2)C(=O)O
DB01111,70789202.0,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC(C(C)O)C(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCNCS(=O)(=O)[O-])CC(C)C)CC(C)C)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-])C(C)O
DB00678,3961.0,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
DB01356,28486.0,[Li+]
DB01192,5284604.0,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
DB00294,6917715.0,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
DB06626,6450551.0,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
DB09214,667550.0,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
DB00861,3059.0,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
DB00388,6041.0,CNCC(C1=CC(=CC=C1)O)O
DB01621,62867.0,CN(C)S(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO
DB02546,5311.0,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
DB00884,5245.0,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
DB03615,33042.0,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)O)O)O)N
DB00530,176870.0,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
DB00346,2092.0,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
DB00421,5833.0,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C
DB00323,4659569.0,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
DB01173,4601.0,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
DB00187,59768.0,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O
DB00474,9034.0,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C
DB00835,6834.0,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2
DB00996,3446.0,C1CCC(CC1)(CC(=O)O)CN
DB00841,36811.0,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
DB00949,3331.0,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
DB00412,77999.0,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
DB00967,124087.0,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4
DB01143,2141.0,C(CN)CNCCSP(=O)(O)O
DB01359,37464.0,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O
DB02901,10635.0,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C
DB00969,2099.0,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C
DB00925,4768.0,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
DB00651,3182.0,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O
DB08820,16220172.0,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C
DB01193,1978.0,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
DB01165,4583.0,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
DB01220,6436173.0,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C
DB01073,657237.0,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N
DB00539,3005573.0,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3
DB09079,135423438.0,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O
DB09477,5462501.0,CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O
DB08896,11167602.0,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F
DB00933,4078.0,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C
DB00755,444795.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
DB01219,6914273.0,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]
DB00588,444036.0,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
DB00349,2789.0,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
DB00282,4674.0,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
DB00910,5281104.0,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C
DB01355,3608.0,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2
DB00708,41693.0,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC
DB01035,4913.0,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
DB00433,4917.0,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
DB01244,2351.0,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3
DB01579,30487.0,CC1C(OCCN1C)C2=CC=CC=C2
DB01133,60937.0,C1=CC(=CC=C1SC(P(=O)(O)O)P(=O)(O)O)Cl
DB00241,2481.0,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C
DB00175,54687.0,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O
DB00823,9270.0,CC(=O)OC1CCC2C3CCC4(C(C3CCC2=C1)CCC4(C#C)OC(=O)C)C
DB08907,24812758.0,CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F
DB00185,25137844.0,CC1OC2(CN3CCC2CC3)CS1
DB00860,5755.0,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
DB00669,5358.0,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
DB00199,12560.0,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
DB08872,9883933.0,CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(=O)O
DB00660,15459.0,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
DB01263,468595.0,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F
DB04843,4057.0,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
DB00723,6082.0,CC(C(C1=C(C=CC(=C1)OC)OC)O)N
DB01620,4761.0,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2
DB05246,6476.0,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2
DB00738,4735.0,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
DB09295,48229.0,C1=CC=C2C(=C1)C(OC2=O)OC(=O)C3=C(N=CC=C3)NC4=CC=CC(=C4)C(F)(F)F
DB00563,126941.0,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
DB00607,8982.0,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
DB00985,10660.0,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
DB00458,3696.0,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
DB00428,29327.0,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O
DB00601,441401.0,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
DB00728,441290.0,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C
DB01082,19649.0,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O
DB08877,25126798.0,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
DB06825,25074470.0,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8
DB00850,4748.0,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
DB00222,3476.0,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
DB00476,60835.0,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
DB08880,54684141.0,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O
DB05109,108150.0,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O
DB04920,153994.0,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
